Foot,Position,Competition_Total_Appearances,Competition_Total_Goals,Competition_Total_Own_Goals,Competition_Total_Yellow_Cards,Competition_Total_Red_Cards,Competition_Total_Substitutions_On,Competition_Total_Substitutions_Off,Competition_Total_Clean_Sheets,Competition_Total_Goals_Conceded,Competition_International_Appearances,Competition_International_Goals,Competition_International_Own_Goals,Competition_International_Assists,Competition_International_Yellow_Cards,Competition_International_Red_Cards,Competition_International_Substitutions_On,Competition_International_Substitutions_Off,Competition_International_Clean_Sheets,Height_m,Age_years,Contract_months_remaining,Competition_Total_Minutes_Played_m,Competition_International_Minutes_Played_m,Citizenship_belgium,Citizenship_england,Citizenship_france,Citizenship_germany,Citizenship_italy,Citizenship_netherlands,Citizenship_saudi arabia,Citizenship_spain,Citizenship_türkiye,Citizenship_united states,Club_1.FSV Mainz 05,Club_Al-Ittihad Club,Club_Athletic Bilbao,Club_Burnley FC,Club_Eintracht Frankfurt,Club_FC Augsburg,Club_FC St. Pauli,Club_Hellas Verona,Club_Los Angeles Galaxy,Club_Nottingham Forest,Club_Other,Club_Paris FC,Club_RB Leipzig,Club_RSC Anderlecht,Club_SV Werder Bremen,Club_Standard Liège,Club_TSG 1899 Hoffenheim,Club_Torino FC,Club_US Sassuolo,Club_VfB Stuttgart,Club_VfL Wolfsburg,League_Eredivisie,League_Jupiler Pro League,League_LaLiga,League_Ligue 1,League_MLS,League_Premier League,League_Saudi Pro League,League_Serie a,League_Super Lig,Market_value_eur
0.46480208580232285,0.3152405783360986,12.0,0.49561507466224225,0.4946669826973216,0.4181085565299834,0.4868452239867267,0.293671486134155,0.30741881962550366,0.4840009480919649,0.5250059255747808,0.498459350557004,0.49419293671486136,0.525479971557241,0.4930078217587106,0.4911116378288694,0.525242948566011,0.5105475231097416,0.528561270443233,0.5233467646361697,0.5612704432329936,0.5709883858734297,0.003792367859682389,0.43375207395117327,0.5833135814173975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3000000.0
0.061863000711068976,0.449158568381133,18.0,0.4832898791182745,0.18511495615074663,0.7416449395591372,0.1950699217824129,0.11211187485186062,0.7802796871296516,0.1870111400805878,0.20312870348423798,0.20004740459824602,0.19838824365963498,0.19672908272102393,0.19815122066840485,0.18487793315951648,0.19649205972979378,0.18535197914197676,0.18558900213320692,0.1969661057122541,0.4055463379947855,0.004266413842142688,0.5669589950225172,0.6740933870585447,0.20004740459824602,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1000000.0
0.18487793315951648,0.465039108793553,16.0,0.0177767243422612,0.22943825551078453,0.37022991230149327,0.9722683100260725,0.43849253377577624,0.5935055700402939,0.23844512917753022,0.2244607726949514,0.22303863474757052,0.22043138184403888,0.23323062337046693,0.21972031287034843,0.22896420952832425,0.23275657738800665,0.23797108319506993,0.23868215216876038,0.2263569566247926,0.9032946195780991,0.2398672671249111,0.8419056648494904,0.4963261436359327,0.22303863474757052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,600000.0
0.738089594690685,0.32946195780990756,15.0,0.38421426878407205,0.6802559848305285,0.906375918464091,0.9762977008769851,0.14268784072054988,0.18416686418582603,0.7129651576202891,0.6819151457691396,0.5911353401279924,0.719127755392273,0.6975586631903294,0.717468594453662,0.7146243185589002,0.6977956861815596,0.6051196966105712,0.6925811803744963,0.6956624792604883,0.37520739511732637,0.8931026309552027,0.3363356245555819,0.5681441099786679,0.7520739511732638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5000000.0
0.09315003555344868,0.8404835269021095,8.0,0.8099075610334202,0.04621948328987912,0.3287508888362171,0.050485897132021805,0.6086750414790235,0.32756577388006636,0.04953780516710121,0.029864896894998817,0.02156909220194359,0.05878170182507703,0.05570040293908509,0.05854467883384688,0.05356719601801375,0.05546337994785494,0.04835269021095046,0.04787864422849016,0.05593742593031524,0.06352216164968003,0.22185351979141976,0.8658449869637355,0.15453899028205736,0.02156909220194359,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,900000.0
0.1388954728608675,0.023228253140554635,1.0,0.13771035790471675,0.8103816070158806,0.14861341550130364,0.16070158805404125,0.10286797819388481,0.032235126807300306,0.16070158805404125,0.9179900450343683,0.15359089831713676,0.8177293197440152,0.8352690210950462,0.8106186300071107,0.845935055700403,0.8350319981038161,0.15880540412420005,0.1595164730978905,0.833372837165205,0.9488030338942878,0.8051671012088173,0.39488030338942876,0.05688551789523584,0.15359089831713676,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,800000.0
0.17184166864185826,0.6831002607252904,23.0,0.008532827684285376,0.1431618867030102,0.8184403887177056,0.22066840483526903,0.9002133206921071,0.2512443707039583,0.22114245081772932,0.2225645887651102,0.2123726001422138,0.1407916567907087,0.15264280635221616,0.14008058781701824,0.14197677174685944,0.15216876036975588,0.21995733586157856,0.22066840483526903,0.15287982934344632,0.4219009243896658,0.4636169708461721,0.6804930078217587,0.5712254088646599,0.2123726001422138,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6000000.0
0.9504621948328988,0.11803744963261437,20.0,0.11116378288694004,0.9544915856838113,0.6179189381369993,0.912775539227305,0.5231097416449395,0.4053093150035553,0.9241526428063522,0.9040056885517895,0.7971083195069921,0.9383740222801612,0.9919412182981749,0.9293671486134155,0.8966579758236549,0.996918701114008,0.8246029864896895,0.8328987911827447,0.9879118274472624,0.5119696610571225,0.44228490163545864,0.6989808011377103,0.6700639962076321,0.7859682389191751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2000000.0
0.6401990993126333,0.25479971557241055,23.0,0.723868215216876,0.7397487556292961,0.8701114008058781,0.7459113534012799,0.35482341787153354,0.8129888599194122,0.7449632614363594,0.7153353875325906,0.6975586631903294,0.7421189855415975,0.801611756340365,0.741170893576677,0.8151220668404835,0.8011377103579047,0.7077506518132258,0.7105949277079877,0.799952595401754,0.4368333728371652,0.9424034131310737,0.033420241763451056,0.7994785494192936,0.6977956861815596,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1500000.0
0.9898080113771036,0.2446077269495141,10.0,0.036501540649443,0.12277790945721735,0.7520739511732638,0.9883858734297227,0.46100971794264045,0.2517184166864186,0.12633325432566958,0.14387295567670064,0.1398435648257881,0.13486608200995495,0.17800426641384215,0.13771035790471675,0.13628821995733587,0.17753022043138184,0.1234889784309078,0.1239630244133681,0.17824128940507228,0.9578099075610335,0.24010429011614126,0.9402702062100023,0.30884095757288454,0.1398435648257881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6000000.0
0.7508888362171131,0.42261199336335625,14.0,0.29675278502014696,0.43161886703010194,0.33183218772220907,0.4235600853282768,0.42758947617918935,0.4159753496089121,0.4214268784072055,0.419056648494904,0.4320929130125622,0.4392036027494667,0.4489215453899028,0.4453662005214506,0.4429959706091491,0.4489215453899028,0.4247452002844276,0.42593031524057834,0.4489215453899028,0.4467883384688315,0.9123014932448448,0.177767243422612,0.43564825788101447,0.4320929130125622,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,150000.0
0.865133917990045,0.9945484712017065,12.0,0.8516236074899265,0.9495141028679782,0.13913249585209767,0.9201232519554396,0.8288694003318322,0.07418819625503674,0.8921545389902821,0.8430907798056412,0.8170182507703247,0.8784072054989334,0.9684759421663901,0.8686892628584972,0.9182270680255985,0.9687129651576203,0.8295804693055226,0.8248400094809196,0.9646835743067077,0.38611045271391325,0.9426404361223039,0.7011140080587817,0.16733823180848542,0.7899976297700877,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,900000.0
0.923915619815122,0.801611756340365,9.0,0.39369518843327805,0.5368570751362882,0.04953780516710121,0.5292723394169234,0.7670063996207632,0.2638065892391562,0.5264280635221616,0.5069921782412894,0.6494429959706092,0.5496563166627163,0.5532116615311685,0.5484712017065655,0.5458639488030339,0.5532116615311685,0.6700639962076321,0.5238208106186301,0.5510784546100972,0.42972268310026074,0.9374259303152406,0.2590661294145532,0.10049774828158331,0.5999051908035079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,700000.0
0.7416449395591372,0.3161886703010192,13.0,0.7636880777435411,0.4467883384688315,0.7089357667693766,0.4382555107845461,0.28419056648494906,0.42853756814411,0.43944062574069687,0.43375207395117327,0.2718653709409813,0.4543730741881963,0.46456506281109267,0.45389902820573597,0.45152879829343445,0.46456506281109267,0.44062574069684757,0.4418108556529983,0.46456506281109267,0.7271865370940981,0.9040056885517895,0.49940744252192465,0.4776013273287509,0.2718653709409813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1800000.0
0.34866082009954963,0.9751125859208343,23.0,0.8712965157620289,0.06944773643043375,0.3643043375207395,0.07276605830765584,0.8302915382792131,0.8582602512443707,0.0701588054041242,0.0720549893339654,0.06897369044797345,0.11211187485186062,0.11187485186063048,0.11211187485186062,0.11234889784309078,0.11163782886940034,0.06802559848305285,0.0903057596586869,0.11187485186063048,0.9452476890258356,0.5337757762502963,0.5565299834083907,0.5930315240578337,0.06897369044797345,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2000000.0
0.02133206921071344,0.2538516236074899,14.0,0.0720549893339654,0.20573595638776962,0.32803981986252667,0.03934581654420479,0.8281583313581418,0.40246503910879355,0.0898317136762266,0.040293908509125384,0.8800663664375444,0.21497985304574543,0.21450580706328515,0.21450580706328515,0.20004740459824602,0.214268784072055,0.9620763214031761,0.9303152405783361,0.21450580706328515,0.5344868452239867,0.5247689025835506,0.19578099075610333,0.23275657738800665,0.8739037686655605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1200000.0
0.41004977482815835,0.5020146954254563,17.0,0.8288694003318322,0.38042190092438966,0.2718653709409813,0.3638302915382792,0.31879592320455086,0.7480445603223512,0.3612230386347476,0.3590898317136762,0.3579047167575255,0.3816070158805404,0.38374022280161174,0.3811329698980801,0.38089594690684997,0.3835031998103816,0.3633562455558189,0.3638302915382792,0.38374022280161174,0.49040056885517896,0.5340127992415264,0.388954728608675,0.5726475468120408,0.3579047167575255,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,550000.0
0.7681915145769139,0.7117800426641384,20.0,0.7691396065418346,0.8392984119459588,0.617444892154539,0.7914197677174686,0.741170893576677,0.5707513628821995,0.7897606067788575,0.77790945721735,0.7456743304100498,0.8352690210950462,0.8582602512443707,0.8343209291301257,0.7971083195069921,0.8580232282531406,0.7620289168049301,0.7724579284190567,0.8644228490163546,0.6155487082246978,0.6970846172078692,0.018961839298411946,0.5686181559611282,0.7366674567433041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3000000.0
0.6202891680493008,0.996918701114008,20.0,0.7622659397961602,0.8736667456743304,0.4235600853282768,0.8596823891917516,0.9789049537805167,0.3633562455558189,0.8544678833846883,0.8445129177530221,0.8298174922967528,0.8648968949988148,0.9786679307892866,0.8630007110689737,0.9227305048589713,0.9789049537805167,0.8118037449632615,0.8518606304811567,0.9748755629296042,0.36691159042427113,0.9940744252192463,0.10049774828158331,0.25835506044086276,0.772931974401517,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,400000.0
0.7293197440151695,0.8163071817966343,22.0,0.9288931026309551,0.298411945958758,0.3704669352927234,0.2955676700639962,0.16733823180848542,0.9056648494904006,0.28537568144109976,0.2915382792130837,0.8641858260251244,0.9644465513154776,0.28513865844986963,0.9727423560085329,0.29059018724816305,0.28513865844986963,0.29651576202891683,0.9658686892628585,0.28513865844986963,0.0701588054041242,0.715809433515051,0.4453662005214506,0.8483052856127045,0.8947617918938137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,20000000.0
0.9917041953069448,0.8625266650865134,3.0,0.09552026546575018,0.7551552500592558,0.10452713913249585,0.7385636406731453,0.4835269021095046,0.016828632377340603,0.738089594690685,0.723868215216876,0.693766295330647,0.7361934107608438,0.7632140317610808,0.7352453187959233,0.8113296989808011,0.7627399857786206,0.7224460772694952,0.7324010429011614,0.7620289168049301,0.957098838587343,0.8170182507703247,0.77790945721735,0.022517184166864185,0.7004029390850912,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000000.0
0.13296989808011378,0.663427352453188,27.0,0.14055463379947855,0.16473097890495378,0.642806352216165,0.1543019672908272,0.5543967764873192,0.8494904005688552,0.1543019672908272,0.15596112822943825,0.9552026546575018,0.16212372600142214,0.8288694003318322,0.16164968001896185,0.16283479497511258,0.828632377340602,0.9473808959469069,0.9646835743067077,0.826973216401991,0.42995970609149087,0.9236785968238919,0.14055463379947855,0.8978430907798056,0.9642095283242474,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3500000.0
0.3100260725290353,0.3467646361697085,14.0,0.24128940507229202,0.34368333728371653,0.8580232282531406,0.34178715335387533,0.3166627162834795,0.41336809670538044,0.3415501303626452,0.33515050959943116,0.3287508888362171,0.3434463142924864,0.34913486608200994,0.3427352453187959,0.34202417634510546,0.3488978430907798,0.3377577625029628,0.3375207395117326,0.34818677411708937,0.225408864659872,0.8056411471912776,0.04290116141265703,0.5266650865133918,0.3287508888362171,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,175000.0
0.528561270443233,0.8051671012088173,21.0,0.9165679070869874,0.6233704669352927,0.43375207395117327,0.6134155013036264,0.8039819862526665,0.5657738800663664,0.6117563403650154,0.6352216164968002,0.5472860867504148,0.6601090305759658,0.6366437544441811,0.6591609386110453,0.6556055937425931,0.6368807774354113,0.569803270917279,0.6276368807774354,0.6345105475231098,0.9736904479734534,0.271391324958521,0.9220194358852809,0.5669589950225172,0.7584735719364778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,60000000.0
0.04219009243896658,0.12728134629059018,25.0,0.4818677411708936,0.1922256458876511,0.46053567196018014,0.1941218298174923,0.7124911116378289,0.6541834557952121,0.19388480682626213,0.18037449632614364,0.8812514813936951,0.23773406020383978,0.23512680730030813,0.23726001422137946,0.19246266887888125,0.23465276131784782,0.9826973216401991,0.1950699217824129,0.23512680730030813,0.7508888362171131,0.1716046456506281,0.5238208106186301,0.7534960891206447,0.8547049063759184,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3000000.0
0.16733823180848542,0.21118748518606306,12.0,0.5954017539701351,0.850912538516236,0.9310263095520266,0.833372837165205,0.4934818677411709,0.7295567670063996,0.8089594690684997,0.7738800663664376,0.73003081298886,0.8464091016828632,0.8468831476653236,0.8454610097179427,0.8070632851386584,0.8464091016828632,0.7985304574543731,0.7691396065418346,0.8452239867267125,0.6025124437070396,0.8184403887177056,0.026783598009006874,0.3671486134155013,0.7447262384451292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,900000.0
0.8795923204550842,0.12609623133443945,3.0,0.04693055226356957,0.03128703484237971,0.018487793315951646,0.0355534486845224,0.38848068262621477,0.18392984119459588,0.034131310737141506,0.04479734534249822,0.03531642569329225,0.04266413842142688,0.039582839535434934,0.04242711543019673,0.04456032235126807,0.03934581654420479,0.032235126807300306,0.03176108082484001,0.039819862526665084,0.4064944299597061,0.8229438255510785,0.1758710594927708,0.0696847594216639,0.03531642569329225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,400000.0
0.5690922019435886,0.8075373311211187,32.0,0.9947854941929367,0.6575017776724342,0.44986963735482344,0.6465987200758474,0.8129888599194122,0.9924152642806352,0.657027731689974,0.6816781227779095,0.9995259540175397,0.9834083906138895,0.671486134155013,0.9511732638065893,0.93647783835032,0.6719601801374734,0.9182270680255985,0.9973927470964684,0.6774117089357667,0.8554159753496089,0.3249585209765347,0.9931263332543256,0.8990282057359564,0.9727423560085329,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,85000000.0
0.032946195780990756,0.46243185589002134,9.0,0.073003081298886,0.2043138184403887,0.030338942877459113,0.041479023465276134,0.828632377340602,0.12657027731689974,0.039582839535434934,0.04242711543019673,0.039582839535434934,0.20170656553685706,0.21663901398435648,0.20123251955439678,0.20241763451054753,0.21640199099312632,0.20241763451054753,0.20265465750177766,0.21663901398435648,0.8132258829106424,0.29272339416923443,0.8542308603934582,0.07039582839535435,0.039582839535434934,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1000000.0
0.4799715572410524,0.9478549419293671,29.0,0.9075610334202417,0.5662479260488268,0.9819862526665086,0.569803270917279,0.8881251481393695,0.9540175397013511,0.5688551789523584,0.5394643280398198,0.9521213557715098,0.5766769376629534,0.7485186063048116,0.5747807537331121,0.5546337994785494,0.584024650391088,0.9279450106660346,0.9981038160701589,0.5823654894524769,0.4600616259777198,0.5548708224697796,0.9616022754207159,0.7866793078928656,0.9433515050959943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10000000.0
0.544441810855653,0.29059018724816305,18.0,0.43659634984593504,0.9772457928419057,0.511258592083432,0.6176819151457691,0.6876036975586632,0.23702299123014933,0.6302441336809671,0.6413842142687841,0.60322351268073,0.6266887888125148,0.6416212372600142,0.6255036738563641,0.6300071106897369,0.6416212372600142,0.5949277079876748,0.60322351268073,0.6394880303389429,0.6911590424271155,0.8350319981038161,0.3832661768191515,0.4901635458639488,0.8314766532353638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6000000.0
